Complexity,Loss,Equation
227,2.5095778,"((((x6 * 1.4470936) + (((x1 + ((x2 + -1.4697287) * ((x1 + (x0 * -0.0062356023)) + (x0 * 0.90128386)))) * -1.4692831) + (((((((x3 + (((x6 * 2.7046916) + x3) + (x0 + x1))) + ((x7 * -1.4082354) + 2.5752957)) + (x1 + 0.9146969)) * -0.33279756) + x1) * x6) + x1))) + (x1 + 3.9273303)) + ((((x8 + x4) * x8) * -1.3563694) + (((x6 + (x1 * 2.3289616)) + (x0 * (((((((x8 + ((((x1 * 0.24350241) + x2) * x8) + (x3 + (x1 + (((x1 + ((x4 + (((((x1 + 0.122581154) * -1.2848495) + (x4 * ((x5 * -0.2576531) + (x0 * 0.35296145)))) + (x1 + 1.5696815)) * x8)) * -4.000736)) * (x0 * 1.2568727)) + -0.75285417))))) + ((x8 * 3.498993) * x8)) * -0.31413153) + 1.7139547) * (x4 * -0.6339987)) + x1) + 1.5893837))) * -1.2965448))) + ((x6 + 0.6716201) + ((x4 * (((((((((x3 * x6) + (((x0 * (x2 + (x1 + x3))) + ((x1 * (x1 + x4)) + ((((x3 * x6) + (((((x0 * ((x2 + x1) + x3)) + (x1 * (x1 + x4))) + ((x6 * (x0 * (x1 + (x1 + x1)))) + 4.8019266)) * -0.6239323) + x7)) + x4) * -0.8896245))) + 4.787907)) * -0.4095325) + (x7 + x4)) * -0.76654774) + (x1 + (x3 + (x1 * 0.06301386)))) + -0.15920347) * -0.5273226) + 1.4437876)) * -0.87513125))"
229,2.5046747,"((((x6 * 1.4470936) + (((x1 + ((x2 + -1.4697287) * ((x1 + (x0 * -0.0062356023)) + (x0 * 0.90128386)))) * -1.4692831) + (((((((x3 + (((x6 * 2.7046916) + x3) + (x0 + x1))) + ((x7 * -1.4082354) + 2.5752957)) + (x1 + 0.9146969)) * -0.33279756) + x1) * x6) + x1))) + (x1 + 3.9273303)) + ((((x8 + x4) * x8) * -1.3563694) + (((x6 + (x1 * 2.3289616)) + (x0 * (((((((x8 + ((((x1 * 0.24350241) + x2) * x8) + (x3 + (x1 + (((x1 + ((x4 + (((((x1 + 0.122581154) * -1.2848495) + (x4 * ((x5 * -0.2576531) + (x0 * 0.35296145)))) + (x1 + 1.5696815)) * x8)) * -4.000736)) * (x0 * 1.2568727)) + -0.75285417))))) + ((x8 * 3.498993) * x8)) * -0.31413153) + 1.7139547) * (x4 * -0.6339987)) + x1) + 1.5893837))) * -1.2965448))) + ((x6 + 0.6716201) + (x4 * (((((((((((x3 * x6) + (((x0 * ((x1 + x3) + x2)) + (x1 * (x1 + x4))) + ((((x3 * x6) + (((((x0 * ((x2 + x1) + x3)) + (x1 * (x1 + x4))) + ((x6 * (x0 * ((x1 + x6) + (x1 + x1)))) + 4.8019266)) * -0.6239323) + x7)) + x4) * -0.8896245))) + 4.787907) * -0.4095325) + (x7 + x4)) * -0.76654774) + (x1 + (x3 + (x1 * 0.06301386)))) + -0.15920347) * -0.5273226) + 1.4437876) * -0.87513125)))"
233,2.493574,"(((x6 * 1.3342013) + (((((x1 + ((x2 + -1.4621619) * ((x1 + (x0 * -0.0005012194)) + (x0 * 0.9070004)))) * -1.519907) + (((((((x3 + (x6 * 2.7194371)) + x3) + (x0 + x1)) + (((x7 * -1.5241351) + 2.6120563) + (x1 + 0.95140105))) * -0.30528113) + x1) * x6)) + x1) + (x1 + 3.8997946))) + (((x8 + x4) * (x8 * -1.3028283)) + ((x6 + ((x1 * 2.2431767) + (x0 * ((((((((x8 + (((x1 * 0.297259) + x2) * x8)) + (x3 + (x1 + (((x1 + ((x4 + ((((x1 + 0.17714614) * -1.0244199) + ((x4 * ((x5 * -0.123854995) + (x0 * 0.40404105))) + (x1 + 1.5229477))) * x8)) * -4.078713)) * (x0 * 1.4606788)) + -0.7482281)))) + (x8 * (x8 * 3.4982114))) * -0.32538283) + 1.6986539) * (x4 * -0.5940274)) + x1) + 1.689303)))) * -1.2876434))) + (x6 + ((x4 * ((((((((((x3 * x6) + (((x0 * (x2 + (x1 + x3))) + (x1 * (x1 + x4))) + (((((x3 * x6) + ((((x0 * (x2 + (-0.4836314 + x3))) + (x1 * (x1 + x4))) + (((x6 * (x0 * ((x1 + ((x3 + x8) * x6)) + (x1 + x1)))) + 4.792236) * -0.6981206)) + 0.45171583)) + x4) * -0.6963349) + 4.771153))) * -0.47053245) + (x7 + x4)) * -0.9299776) + (x1 + (x3 + (x1 * 0.02026589)))) + -0.20852886) * -0.47361934) + 1.5271804) * -0.9503768)) + 0.6441049))"
235,2.488678,"(((x6 * 1.3342013) + (((((x1 + ((x2 + -1.4621619) * ((x1 + (x0 * -0.0005012194)) + (x0 * 0.9070004)))) * -1.519907) + (((((((x3 + (x6 * 2.7194371)) + x3) + (x0 + x1)) + (((x7 * -1.5241351) + 2.6120563) + (x1 + 0.95140105))) * -0.30528113) + x1) * x6)) + x1) + (x1 + 3.8997946))) + (((x8 + x4) * (x8 * -1.3028283)) + ((x6 + ((x1 * 2.2431767) + (x0 * ((((((((x8 + (((x1 * 0.297259) + x2) * x8)) + (x3 + (x1 + (((x1 + ((x4 + ((((x1 + 0.17714614) * -1.0244199) + ((x4 * ((x5 * -0.123854995) + (x0 * 0.40404105))) + (x1 + 1.5229477))) * x8)) * -4.078713)) * (x0 * 1.4606788)) + -0.7482281)))) + (x8 * (x8 * 3.4982114))) * -0.32538283) + 1.6986539) * (x4 * -0.5940274)) + x1) + 1.689303)))) * -1.2876434))) + (x6 + ((x4 * ((((((((((x3 * x6) + (((x0 * (x2 + (x1 + x3))) + (x1 * (x1 + x4))) + (((((x3 * (x3 * x6)) + ((((x0 * (x2 + (-0.4836314 + x3))) + (x1 * (x1 + x4))) + (((x6 * (x0 * ((x1 + ((x3 + x8) * x6)) + (x1 + x1)))) + 4.792236) * -0.6981206)) + 0.45171583)) + x4) * -0.6963349) + 4.771153))) * -0.47053245) + (x7 + x4)) * -0.9299776) + (x1 + (x3 + (x1 * 0.02026589)))) + -0.20852886) * -0.47361934) + 1.5271804) * -0.9503768)) + 0.6441049))"
247,2.4644723,"(x1 + ((((x8 + x4) * (x8 * -1.3887881)) + ((((x0 * ((((((x8 + (((((((x1 * 0.389456) + x2) * x8) + (x3 + (x0 * ((x4 + (((((x1 + (x0 * -0.44139183)) * -1.2586862) + (((x5 * x4) * -0.23633611) + -0.13922891)) + (x1 + 1.5112292)) * x8)) * -3.9982405)))) + (x1 + x1)) + 0.59844416) + x8)) + ((x8 * x8) * 3.5280855)) * -0.3821725) + 1.6762737) * (x4 * -0.57465297)) + (x1 + 1.6103883))) + ((x1 * 2.309611) + x6)) * -1.3219855) + ((x6 * 1.4556643) + (((x1 + ((x2 + -1.4638214) * (x1 + (((x0 * -0.0011936864) + x0) * 0.90629774)))) * -1.4819072) + ((((((x3 + (x6 * 2.6657639)) + ((x3 + x0) + ((x1 + (((x7 * -1.3204464) + 2.5728993) + x1)) + 0.9122888))) * -0.32884538) + x1) * x6) + x1))))) + 3.9200456)) + ((x6 + 0.66435766) + (x4 * ((((x1 + (x3 + (((((((x4 * -0.5720896) + ((((x0 * (x1 + x3)) + x2) + ((x1 * (x4 + -0.83147156)) + ((x6 * x0) * ((x1 + (((x4 + (x6 + x1)) + x8) * (x0 * (x0 * 0.77978295)))) + ((((x0 * x2) + (((((x0 + -0.55363476) * 0.13464199) + ((x4 * -0.21561529) + x0)) * x1) + -0.8137085)) * (((((x1 * 2.210869) + x1) + 5.256407) * ((x1 * -0.3976455) + 0.9285458)) * ((x6 + 0.011561399) * -0.5096805))) + x1))))) + 4.818661)) * -0.49579674) + x7) + x4) * -0.94694895) + 0.20198731))) * -0.51185995) + 1.3657633) * -0.85767776)))"
265,2.4604528,"((x1 + (((((x8 * (x8 + x4)) * -1.3099767) + (((x0 * (((x4 * ((((((x8 + (x1 * 0.37039757)) + (x2 * x8)) + (((x3 + (x0 * (((x4 + (x8 * (x1 + (1.6146863 + (((x1 + (x0 * -0.21556026)) * -1.0276828) + (x4 * ((x5 * -0.20387593) + (x0 * 0.4310753)))))))) * -3.9149435) + (x3 + x1)))) * 0.98318005) + -0.7507014)) + ((x8 * 3.4652677) * x8)) * -0.3685367) + 1.7018493)) * -0.6491286) + (x1 + 1.6091712))) + (x6 + (x1 * 2.290334))) * -1.3527055)) + (((x6 * 1.6581192) + ((x1 + ((x2 + -1.4931998) * (x1 + ((x0 + -0.0039217803) * 0.87262654)))) * -1.6137156)) + (((((x7 * 0.4952009) + ((x2 + (2.8647614 * x6)) + (x3 + ((((((x0 + x4) + (x7 * -1.451047)) + x3) + 2.5057492) + x5) + 0.84528774)))) * (x6 * -0.33634433)) + x1) + x6))) + 0.69417465)) + ((x4 * (((((((((((x0 * ((x2 + x1) + x3)) + (x1 * (x1 + x4))) + (((x6 * x0) * (x1 + (((((((x1 * x1) + 0.85543233) * x6) + 0.08568582) * -0.32223898) * (((x0 * (x2 + (x1 + -0.26041454))) * ((x6 * ((x4 + ((x3 + ((x6 + x1) + x3)) + (((x2 * x1) + -0.9043982) + x4))) + x1)) + ((x0 * 1.6631302) + 1.6604242))) + (x4 + (x1 + (x1 + (x8 * ((0.8807902 * x0) * 1.224597))))))) + 0.29550287))) + 4.8054237)) + (0.110610545 * -0.6351335)) * -0.57522) + (x7 + x4)) * -0.89825433) + (((x3 + (x1 * 0.18579973)) + x1) + -0.12652752)) * -0.48306352) + 1.4219913) * -0.93442506)) + 3.950023)) + -0.16749251"
267,2.4542253,"((x1 + 4.0340695) + ((x1 + ((((x2 * -0.03395775) + x1) + (x0 * 0.8723884)) * (x2 + -1.4897156))) * -1.4358917)) + (((((((x3 + (x6 * 2.8686118)) + (((((x3 + (x0 + x1)) + (x7 * -1.4598651)) + 2.3913062) + x1) + 0.7305805)) * -0.30495185) + x1) * x6) + x1) + ((((((x8 + x4) * x8) * -1.3803248) + (((((((((((((x8 + (((x1 * (x0 + 0.5530445)) * 0.6650159) + x2)) * x8) + (x3 + ((((x0 * ((x3 + ((x4 + (x8 * (((x4 * ((x5 * -0.2878437) + (x0 * 0.29394582))) + (x1 + 1.6273983)) + ((x1 + (x0 * -0.12769535)) * -0.9817906)))) * -4.078748)) + (x6 + x1))) + ((x3 + (1.174093 + ((x6 * 2.5017178) + (x1 + x0)))) * x1)) * 1.0271287) + -0.75014114))) + ((x8 * 3.5000951) * x8)) * -0.3260878) + 1.7007236) * (x4 * -0.60813254)) + (x1 + 1.6012678)) * x0) + (x1 * 2.2735372)) + x6) * -1.30473) + ((x6 * 2.2479258) + (x0 * 0.07354566)))) + (x4 * (((((x1 + (x3 + (x1 * 0.48779714))) + ((((((x3 * (x6 + (-0.55457056 * (x1 + x4)))) + ((x2 + ((x3 + x1) * x0)) + ((x6 * (x0 * ((x1 + (x4 + 1.1576731)) + (((((((x0 + x7) * (x2 + x1)) + -0.49634245) * ((((x1 * x1) + 0.901555) * x6) * ((x6 * (((x4 + x1) + x3) + (((x8 + -0.8858406) + (-0.35454237 * x1)) + x1))) + 5.2306905))) + 0.14897342) * -0.35257953) + x1)))) + 4.83749))) * -0.4866827) + (x7 + x4)) * -0.77315086) + -0.05042631)) * -0.63540775) + 1.2769054) * -0.7940428))) + 0.5833887))"
269,2.4298763,"((x1 + 4.0381117) + ((x1 + ((((x2 * -0.017672222) + x1) + (x0 * 0.8889834)) * (x2 + -1.5134447))) * -1.3945051)) + ((((((((((x3 + (x6 * 2.879642)) + (((x3 + (x0 + x1)) + ((x7 * -1.4803573) + 2.3896585)) + x1)) + 0.7289797) * -0.31196198) + x1) * x6) + x1) + (((x8 + x4) * (x8 * -1.3514649)) + (((((((((((x8 + (x1 + x2)) * x8) + (x3 + ((((x0 * ((x6 * 0.14385024) + (x3 + (((x4 + (x8 * ((((x4 * (x0 * 0.23366559)) + x1) + 1.456415) + ((x1 + (x0 * 0.1055187)) * -1.0396421)))) * -4.151076) + (x1 + x1))))) + ((((x3 + (x6 * 2.4912086)) + 1.1593058) + ((x1 + x8) + ((x0 + -0.5620651) * x6))) * x1)) * 1.1366847) + -0.7527842))) + ((x8 * 3.485918) * x8)) * -0.30598685) + 1.7080531) * (x4 * -0.6202465)) + (x1 + 1.6045572)) * x0) + ((x1 * 2.2426095) + x6)) * -1.3168272))) + (x6 * 2.2528336)) + ((x0 * 0.07113852) + (((x4 * (((((((((x2 + (((x1 + x3) * x0) + (((x6 * x0) * ((x5 + x4) + ((((x1 + (x1 + x8)) * x0) * (x0 * 1.1392156)) + ((((x0 * (x2 + x1)) + -0.4806045) * (((x6 * (x4 + (x1 + x3))) + (((x8 + -0.8825226) + ((x1 * -0.3899557) + x1)) + 5.225573)) * (((((x1 * x1) + 0.97319156) * x6) + 0.020425597) * -0.4711237))) + x1)))) + 4.833999))) + (x3 * (x6 + ((x1 + x4) * -0.58188754)))) * -0.41542563) + x7) + x4) * -0.89354753) + (x1 + x3)) * -0.6343672) + 1.2867169)) * -0.8072213) + 0.58745515)))"
271,2.4264765,"((x1 + 4.0259175) + ((x1 + ((((x2 * -0.039822645) + x1) + (x0 * 0.89246166)) * (x2 + -1.5071276))) * -1.3957019)) + ((((((((((x3 + (x6 * 2.8848224)) + ((((x3 + x0) + x1) + ((x7 * -1.4828402) + 2.3874834)) + x1)) + 0.726689) * -0.3106518) + x1) * x6) + x1) + (((x8 + x4) * (x8 * -1.3598309)) + ((((((((((((x8 + (x1 + x2)) * x8) + (x3 + ((((x0 * ((x6 * 0.1451189) + (x3 + (((x4 + (x8 * (((x4 * (x0 * 0.23508516)) + (x1 + 1.44103)) + ((x1 + (x0 * 0.11622404)) * -1.0479635)))) * -4.151409) + (x1 + x1))))) + ((((x3 + (x6 * 2.5100682)) + 1.1557956) + ((x1 + x8) + ((x0 + -0.5432488) * x6))) * x1)) * 1.1540955) + -0.75299454))) + ((x8 * 3.4843009) * x8)) * -0.30561873) + 1.7083355) * x4) * -0.61702293) + (x1 + 1.6054206)) * x0) + ((x1 * 2.2478533) + x6)) * -1.3238553))) + (x6 * 2.257743)) + ((x0 * 0.07013055) + (((x4 * (((((((((x2 + (((x1 + x3) * x0) + (((x6 * x0) * (((x5 + x4) + ((((x1 * 1.3852422) + (x1 + x8)) * x0) * (x0 * 1.1071836))) + ((((x0 * (x2 + x1)) + -0.48334393) * (((x6 * (x4 + (x1 + x3))) + (((x8 + -0.8789667) + ((x1 * -0.38789386) + x1)) + 5.2292695)) * (((((x1 * x1) + 0.9804424) * x6) + 0.01192658) * -0.4881826))) + x1))) + 4.8359947))) + (x3 * (x6 + ((x1 + x4) * -0.5864867)))) * -0.38105267) + x7) + x4) * -0.8991934) + (x1 + x3)) * -0.6523033) + 1.2762067)) * -0.7989006) + 0.5752842)))"
277,2.4227378,"(((x1 + ((((x2 * -0.049734753) + x1) + (x0 * 0.88333887)) * (x2 + -1.4780315))) * -1.3162786) + (x1 + 4.078734)) + (((((((x3 + (x6 * 2.8377516)) + (((((x3 + (x0 + x1)) + (x7 * -1.5248907)) + 2.3660216) + x1) + 0.70530415)) * -0.33750758) + x1) * x6) + x1) + (((((x8 + x4) * x8) * -1.3553714) + (((((((((((((x8 + ((x1 * ((x0 + 0.59141636) * 0.70574963)) + x2)) * x8) + (x3 + ((((x0 * (((((x6 + -0.45743257) * (x6 * -0.15380912)) + x3) + ((x4 + (x8 * (((x4 * ((x5 * -0.22421734) + (x0 * 0.3693909))) + (x1 + 1.4621335)) + ((x1 + (x0 * 0.087339774)) * -0.99907213)))) * -4.129667)) + (x6 + x1))) + ((x3 + (((x6 * 2.4098508) + 1.1523685) + (x1 + x0))) * x1)) * 1.020908) + -0.7608978))) + ((x8 * 3.4983454) * x8)) * -0.30388996) + 1.7345922) * (x4 * -0.68899065)) + (x1 + 1.580739)) * x0) + (x1 * 2.2994092)) + x6) * -1.2666126) + ((x6 * 2.3275673) + (x0 * 0.08969743)))) + ((x4 * ((((((x1 + x3) + (x1 * 0.38094398)) + ((((((x3 * (x6 + ((x1 + x4) * -0.58565265))) + ((x2 + ((x3 + x1) * x0)) + ((x6 * (x0 * ((x1 + (x4 + 1.1055375)) + (((((((x0 + x7) * (x2 + x1)) + (x2 * x5)) * ((((x1 * x1) + 0.8887049) * x6) * ((x6 * (((x4 + x1) + x3) + (((x8 + -0.8802698) + (x1 * -0.34811115)) + x1))) + 5.2140245))) + 0.16804156) * -0.31293187) + x1)))) + 4.819347))) * -0.5022331) + (x7 + x4)) * -0.8930321) + -0.092271775)) * -0.5630353) + 1.3488175) * -0.8540508)) + 0.6281344)))"
289,2.4218993,"((x1 + 4.0340695) + ((x1 + (((x2 * -0.03395775) + (x1 + (x0 * 0.8723884))) * (x2 + -1.4897156))) * -1.4358917)) + ((((((((x3 + (x6 * 2.8686118)) + (((x3 + (x0 + x1)) + ((x7 * -1.4598651) + 2.3913062)) + x1)) + 0.7305805) * -0.30495185) + x1) * x6) + x1) + (((((((x8 + x4) * x8) * -1.3803248) + (((((((((((x8 + ((((x1 * (x0 + 0.5530445)) * 0.6650159) + x2) * x8)) + ((x3 + ((((x0 * (((x6 * (x7 + -0.45767385)) * -0.0727109) + (x3 + (((x4 + (x8 * (((x4 * ((x5 * -0.2878437) + (x0 * 0.29394582))) + (x1 + 1.6273983)) + ((x1 + (x0 * -0.12769535)) * -0.9817906)))) * -4.078748) + (x1 + x1))))) + ((1.174093 + ((x3 + (x6 * 2.5017178)) + ((x1 + x8) + (x0 + x1)))) * x1)) * 1.0271287) + -0.75014114)) + ((x8 * 3.5000951) * x8))) * -0.3260878) + 1.7007236) * x4) * -0.60813254) + x1) + 1.6012678) * x0) + ((x1 * 2.2735372) + x6)) * -1.30473)) + (x6 * 2.2479258)) + (x0 * 0.07354566)) + (0.5833887 + ((x4 * (((((x1 + x3) + (x1 * 0.48779714)) + ((((-0.4866827 * ((((x3 * x6) + ((x1 + x4) * -0.55457056)) + (x2 + ((x3 + x1) * x0))) + (((x6 * x0) * (x1 + ((x4 + (((((x1 + x1) + x8) * x0) * x0) * 1.1576731)) + ((((((x0 + x7) * (x2 + x1)) + -0.49634245) * (((x6 * (x4 + (x1 + x3))) + ((x8 + -0.8858406) + (x1 * -0.35454237))) + (x1 + 5.2306905))) * (((((x1 * x1) + 0.901555) * x6) + 0.14897342) * -0.35257953)) + x1)))) + 4.83749))) + (x7 + x4)) * -0.77315086) + -0.05042631)) * -0.63540775) + 1.2769054)) * -0.7940428))))"
313,2.4193132,"(x1 + ((((((x8 * (x8 + x4)) * -1.3099767) + (((x0 * (((x4 * ((((((x8 + (x1 * 0.37039757)) + (x2 * x8)) + (((x3 + (x0 * (((x4 + (x8 * ((x1 + 1.6146863) + (((x1 + (x0 * -0.21556026)) * -1.0276828) + (x4 * ((x5 * -0.20387593) + (x0 * 0.4310753))))))) * -3.9149435) + (x3 + x1)))) * 0.98318005) + -0.7507014)) + ((x8 * 3.4652677) * x8)) * -0.3685367) + 1.7018493)) * -0.6491286) + (x1 + 1.6091712))) + (x6 + (x1 * 2.290334))) * -1.3527055)) + (((x6 * 1.6581192) + ((x1 + ((x2 + -1.4931998) * (x1 + ((x0 + -0.0039217803) * 0.87262654)))) * -1.6137156)) + (((((x7 * 0.4952009) + ((x2 + (2.8647614 * x6)) + (x3 + (((((x0 + x4) + (x7 * -1.451047)) + (x3 + 2.5057492)) + x5) + 0.84528774)))) * (x6 * -0.33634433)) + x1) + x6))) + 0.69417465) + ((x4 * (((((((((((x0 * ((x2 + x1) + x3)) + (x1 * (x1 + x4))) + (((x6 * x0) * (x1 + (((((((x1 * x1) + 0.85543233) * x6) + 0.08568582) * -0.32223898) * (((x0 * (x2 + (x1 + -0.26041454))) * ((x6 * (((x4 + (x3 + ((x6 + x1) + x1))) + (((x2 * x1) + -0.9043982) + x4)) + x1)) + ((x0 * ((((((x0 + (x1 * 0.3428924)) + (x2 * 0.5293361)) + (((((x3 + (x0 * (((x4 + x8) * x3) + ((x1 + 1.721683) * -3.9149435)))) + (x8 + x1)) * 0.89444673) + x4) + ((x8 * x8) * 1.6602619))) * -0.30275664) + (x1 + (x4 * -0.6147621))) * 1.6631302)) + 1.6604242))) + (x4 + (x1 + (x1 + ((x8 * (0.8807902 * x0)) * 1.224597)))))) + 0.29550287))) + 4.8054237)) + (x6 * -0.6351335)) * -0.57522) + (x7 + x4)) * -0.89825433) + (((x3 + (x1 * 0.18579973)) + x1) + -0.12652752)) * -0.48306352) + 1.4219913) * -0.93442506)) + 3.950023))) + -0.16749251"
325,2.4155257,"((x1 + (((((x8 * (x8 + x4)) * -1.3099767) + (((x0 * (((x4 * ((((((x8 + (x1 * 0.37039757)) + (x2 * x8)) + (((x3 + (x0 * (((x4 + (x8 * (x1 + (1.6146863 + (((x1 + (x0 * -0.21556026)) * -1.0276828) + (x4 * ((x5 * -0.20387593) + (x0 * 0.4310753)))))))) * -3.9149435) + (x3 + x1)))) * 0.98318005) + -0.7507014)) + ((x8 * 3.4652677) * x8)) * -0.3685367) + 1.7018493)) * -0.6491286) + (x1 + 1.6091712))) + (x6 + (x1 * 2.290334))) * -1.3527055)) + (((x6 * 1.6581192) + ((x1 + ((x2 + -1.4931998) * (x1 + ((x0 + -0.0039217803) * 0.87262654)))) * -1.6137156)) + (((((x7 * 0.4952009) + (((2.8647614 * x6) + x2) + (x3 + (((((x0 + x4) + (x7 * -1.451047)) + x3) + (2.5057492 + x5)) + 0.84528774)))) * (x6 * -0.33634433)) + x1) + x6))) + 0.69417465)) + (((x4 * ((((((((((x0 * ((x2 + x1) + x3)) + (x1 * (x1 + x4))) + (((x6 * x0) * (x1 + (((((((x1 * x1) + 0.85543233) * x6) + 0.08568582) * -0.32223898) * (((x0 * (x2 + (x1 + -0.26041454))) * ((x6 * ((x4 + (x3 + (((x6 + x1) + x3) + ((x2 + -0.9043982) + x4)))) + x1)) + ((x0 * ((((((x0 + (x1 * 0.3428924)) + (x2 * 0.5293361)) + (((((x3 + (x0 * (((x4 + x8) * (x3 + ((x0 * 0.26485366) + (((x4 * x5) * -0.27805182) + (x0 * 0.32634002))))) + ((x1 + 1.721683) * -3.9149435)))) + (x8 + x1)) * 0.89444673) + x4) + ((x8 * x8) * 1.6602619))) * -0.30275664) + (x1 + (x4 * -0.6147621))) * 1.6631302)) + 1.6604242))) + (x4 + (x1 + (x1 + (x8 * (0.8807902 * (x0 * 1.224597)))))))) + 0.29550287))) + 4.8054237)) + (0.110610545 * -0.6351335)) * -0.57522) + (x7 + x4)) * -0.89825433) + (((x3 + (x1 * 0.18579973)) + x1) + -0.12652752)) * -0.48306352) + 1.4219913)) * -0.93442506) + 3.950023)) + -0.16749251"
327,2.4135456,"(x1 + ((((x8 * (x8 + x4)) * -1.3099767) + (((((x0 * (((x4 * ((((((x8 + (x1 * 0.37039757)) + (x2 * x8)) + (((x3 + (x0 * (((x4 + (x8 * (x1 + (1.6146863 + (((x1 + (x0 * -0.21556026)) * -1.0276828) + (x4 * ((x5 * -0.20387593) + (x0 * 0.4310753)))))))) * -3.9149435) + (x3 + x1)))) * 0.98318005) + -0.7507014)) + ((x8 * 3.4652677) * x8)) * -0.3685367) + 1.7018493)) * -0.6491286) + (x1 + 1.6091712))) + x6) + (x1 * 2.290334)) * -1.3527055) + ((((x6 * 1.6581192) + ((x1 + ((x2 + -1.4931998) * (x1 + ((x0 + -0.0039217803) * 0.87262654)))) * -1.6137156)) + (((((x7 * 0.4952009) + ((x2 + (2.8647614 * x6)) + (x3 + ((((((x0 + x4) + (x7 * -1.451047)) + x3) + 2.5057492) + x5) + 0.84528774)))) * (x6 * -0.33634433)) + x1) + x6)) + 0.69417465))) + ((x4 * ((((((((((x0 * (x2 + (x1 + x3))) + (x1 * (x1 + x4))) + ((((x6 * x0) * (x1 + (((((((x1 * x1) + 0.85543233) * x6) + 0.08568582) * -0.32223898) * (((x0 * (x2 + (x1 + -0.26041454))) * ((x6 * ((x4 + ((x3 + ((x6 + x1) + x3)) + (((x2 * x1) + -0.9043982) + x4))) + x1)) + (((x0 * (((((x0 + (x1 * 0.3428924)) + (x2 * 0.5293361)) + (((((x3 + (x0 * (((x4 + x8) * (x3 + ((x0 * 0.26485366) + ((x4 * (x5 * -0.27805182)) + (x0 * 0.32634002))))) + ((x1 + 1.721683) * -3.9149435)))) + (x8 + x1)) * 0.89444673) + x4) + ((x8 * x8) * 1.6602619))) * -0.30275664) + (x1 + (x4 * -0.6147621)))) * 1.6631302) + 1.6604242))) + (-0.22558196 + (x1 + (x1 + ((x8 * (0.8807902 * x0)) * 1.224597)))))) + 0.29550287))) + 4.8054237) + (0.110610545 * -0.6351335))) * -0.57522) + (x7 + x4)) * -0.89825433) + (((x3 + (x1 * 0.18579973)) + x1) + -0.12652752)) * -0.48306352) + 1.4219913) * -0.93442506)) + 3.950023))) + -0.16749251"
329,2.4123862,"(x1 + ((((((x8 * (x8 + x4)) * -1.3099767) + (((x0 * (((x4 * ((((((x8 + (x1 * 0.37039757)) + (x2 * x8)) + (((x3 + (x0 * (((x4 + (x8 * ((x1 + 1.6146863) + (((x1 + (x0 * -0.21556026)) * -1.0276828) + (x4 * ((x5 * -0.20387593) + (x0 * 0.4310753))))))) * -3.9149435) + (x3 + x1)))) * 0.98318005) + -0.7507014)) + ((x8 * 3.4652677) * x8)) * -0.3685367) + 1.7018493)) * -0.6491286) + (x1 + 1.6091712))) + (x6 + (x1 * 2.290334))) * -1.3527055)) + (((x6 * 1.6581192) + ((x1 + ((x2 + -1.4931998) * (x1 + ((x0 + -0.0039217803) * 0.87262654)))) * -1.6137156)) + (((((x7 * 0.4952009) + ((x2 + (2.8647614 * x6)) + (x3 + (((((x0 + x4) + (x7 * -1.451047)) + (x3 + 2.5057492)) + x5) + 0.84528774)))) * (x6 * -0.33634433)) + x1) + x6))) + 0.69417465) + ((x4 * (((((((((((x0 * ((x2 + x1) + x3)) + (x1 * (x1 + x4))) + (((x6 * x0) * (x1 + (((((((x1 * x1) + 0.85543233) * x6) + 0.08568582) * -0.32223898) * (((x0 * (x2 + (x1 + -0.26041454))) * ((x6 * (((x4 + (x3 + ((x6 + x1) + x1))) + (((x2 * x1) + -0.9043982) + x4)) + x1)) + ((x0 * ((((((x0 + (x1 * 0.3428924)) + (x2 * 0.5293361)) + (((((x3 + (x0 * (((x4 + x8) * (x3 + ((x0 * 0.26485366) + (((x4 * x5) * -0.27805182) + (x0 * 0.32634002))))) + ((x1 + 1.721683) * -3.9149435)))) + (x8 + x1)) * 0.89444673) + x4) + (x8 * (x8 * 1.6602619)))) * -0.30275664) + ((x4 * -0.6147621) + x1)) * 1.6631302)) + 1.6604242))) + (x4 + (x1 + ((x8 + x2) + ((x8 * (0.8807902 * x0)) * 1.224597)))))) + 0.29550287))) + 4.8054237)) + (x6 * -0.6351335)) * -0.57522) + (x7 + x4)) * -0.89825433) + (((x3 + (x1 * 0.18579973)) + x1) + -0.12652752)) * -0.48306352) + 1.4219913) * -0.93442506)) + 3.950023))) + -0.16749251"
